date,open,high,low,close,volume
2026-04-06,70.97,71.17,69.5,69.63,65262
2026-04-07,69.61,69.97,68.5,68.75,41784
2026-04-08,68.95,69.57,68.3,68.71,42860
2026-04-09,68.99,69.43,68.49,68.7,32178
2026-04-10,68.69,69.15,68.05,68.55,40129
2026-04-13,68.74,68.83,68.11,68.55,43860
2026-04-14,68.76,68.76,67.92,67.96,53000
