date,open,high,low,close,volume
2026-04-06,20.6638,20.7132,20.2683,20.4364,54519
2026-04-07,20.5649,20.5649,20.2782,20.3672,26497
2026-04-08,20.5649,20.6341,20.12,20.12,66384
2026-04-09,19.96,20.0,19.74,19.8,70324
2026-04-10,19.84,20.02,19.8,19.9,58543
2026-04-13,19.8,20.31,19.78,20.15,44610
2026-04-14,20.15,20.15,19.95,20.01,25051
