date,open,high,low,close,volume
2026-04-06,52.4512,52.6894,51.9351,52.6795,15345
2026-04-07,52.2229,52.5505,52.1634,52.5505,9865
2026-04-08,52.352,52.7787,52.352,52.61,9754
2026-04-09,52.12,52.6,52.04,52.6,20460
2026-04-10,52.5,52.74,52.29,52.45,11947
2026-04-13,52.12,52.55,52.12,52.55,15395
2026-04-14,52.29,52.83,52.29,52.58,201228
