date,open,high,low,close,volume
2026-04-06,166.93,167.4,166.03,167.0,42429
2026-04-07,167.39,167.71,166.74,166.74,19173
2026-04-08,166.87,168.46,166.72,168.0,35351
2026-04-09,167.9,168.33,167.31,168.0,42583
2026-04-10,168.11,169.75,168.0,169.69,35019
2026-04-13,169.44,169.48,168.11,169.39,43243
2026-04-14,169.39,169.59,168.51,168.73,29221
