date,open,high,low,close,volume
2026-04-06,79.7796,79.7796,79.3946,79.6513,31898
2026-04-07,79.6908,80.1252,79.6019,79.9475,34841
2026-04-08,79.9475,80.925,79.6809,80.8065,53184
2026-04-09,80.78,81.2,80.25,80.79,45902
2026-04-10,80.8,81.35,80.8,81.14,21173
2026-04-13,81.14,81.33,80.79,81.0,28956
2026-04-14,81.0,81.77,80.6,80.69,42143
