date,open,high,low,close,volume
2026-04-06,94.53,94.84,94.42,94.48,51341
2026-04-07,94.65,95.23,94.49,94.51,78681
2026-04-08,94.52,95.39,94.52,94.75,33316
2026-04-09,94.89,95.2,94.68,94.93,37650
2026-04-10,94.78,95.6,94.69,95.48,50475
2026-04-13,95.37,95.37,94.68,95.01,43977
2026-04-14,95.11,95.2,94.97,95.1,31936
