date,open,high,low,close,volume
2026-04-06,9.79,9.79,9.71,9.77,1646488
2026-04-07,9.76,9.78,9.71,9.75,1302341
2026-04-08,9.75,9.79,9.7,9.72,1539569
2026-04-09,9.73,9.75,9.71,9.73,1433994
2026-04-10,9.75,9.8,9.71,9.79,1197991
2026-04-13,9.8,9.82,9.76,9.79,1412354
