date,open,high,low,close,volume
2026-04-06,46.808,46.808,46.5007,46.689,17668
2026-04-07,46.689,46.689,46.1438,46.471,27308
2026-04-08,46.4809,46.8377,46.3124,46.58,16202
2026-04-09,46.66,47.06,46.5,46.82,27622
2026-04-10,46.68,48.05,46.52,47.88,32767
2026-04-13,47.32,47.65,46.78,47.37,31709
2026-04-14,47.55,47.55,47.03,47.24,35513
