date,open,high,low,close,volume
2026-04-06,77.4,77.44,77.0,77.09,14166
2026-04-07,77.09,77.26,77.0,77.25,12499
2026-04-08,77.4,77.51,77.14,77.39,22845
2026-04-09,77.16,77.37,77.01,77.18,13432
2026-04-10,77.3,77.38,77.1,77.18,14336
2026-04-13,77.18,77.43,76.9,77.01,22034
2026-04-14,77.1,77.2,76.85,76.96,12531
