date,open,high,low,close,volume
2026-04-06,156.5,156.9,156.16,156.9,99981
2026-04-07,157.0,157.1,156.1,156.39,65248
2026-04-08,156.45,157.63,156.2,156.5,84589
2026-04-09,157.1,157.25,156.1,156.69,75184
2026-04-10,156.87,157.51,156.3,157.5,69456
2026-04-13,157.5,157.51,156.8,157.08,88566
