date,open,high,low,close,volume
2026-04-06,94.3237,95.4517,94.3237,94.6304,77439
2026-04-07,94.6403,94.8382,94.1356,94.6205,43322
2026-04-08,94.6898,95.0361,94.6502,94.7195,35594
2026-04-09,94.7195,94.8085,94.6304,94.7195,27836
2026-04-10,94.7195,95.3924,94.6007,94.7986,73420
2026-04-13,95.3825,95.3825,94.6007,94.67,43006
2026-04-14,95.0,95.09,94.45,94.82,30386
