date,open,high,low,close,volume
2026-04-06,104.1,104.2,103.72,103.85,118221
2026-04-07,103.91,104.01,103.55,103.7,94556
2026-04-08,104.0,105.0,103.53,103.98,109520
2026-04-09,104.54,104.54,103.65,103.99,98298
2026-04-10,104.0,104.48,103.9,104.35,134801
2026-04-13,104.4,104.4,103.7,103.99,131277
2026-04-14,104.28,104.28,103.8,103.9,115018
