date,open,high,low,close,volume
2026-04-06,99.98,99.98,99.18,99.29,21746
2026-04-07,99.92,99.92,99.26,99.4,16821
2026-04-08,99.4,100.0,99.4,99.71,15741
2026-04-09,99.71,99.99,98.82,99.09,26063
2026-04-10,99.37,99.56,98.78,99.5,24389
2026-04-13,99.5,99.55,98.85,99.25,30871
2026-04-14,99.25,99.67,98.8,99.09,36612
