date,open,high,low,close,volume
2026-04-06,20.56,20.64,20.45,20.62,172823
2026-04-07,20.63,20.65,20.55,20.6,115290
2026-04-08,20.61,20.7,20.57,20.69,149353
2026-04-09,20.69,20.76,20.62,20.76,146268
2026-04-10,20.75,20.9,20.72,20.87,254422
2026-04-13,20.87,20.9,20.78,20.89,133003
2026-04-14,20.87,20.95,20.8,20.95,175457
